,Question ID,Similar Question ID,Question Title
1597,1047,2204,Maximize Sum Of Array After K Negations
1598,1051,392,Shortest Way to Form String
1599,1051,808,Shortest Way to Form String
1600,1052,1067,Campus Bikes
1601,1056,410,Capacity To Ship Packages Within D Days
1602,1056,1192,Capacity To Ship Packages Within D Days
1603,1056,2045,Capacity To Ship Packages Within D Days
1604,1056,2188,Capacity To Ship Packages Within D Days
1605,1061,2233,Number of Valid Subarrays
1606,1062,2102,Partition Array Into Three Parts With Equal Sum
1607,1067,1052,Campus Bikes II
1608,1068,233,Digit Count in Range
1609,1069,246,Confusing Number
1610,1069,1077,Confusing Number
1611,1070,1189,Convert to Base -2
1612,1076,394,Brace Expansion
1613,1076,800,Brace Expansion
1614,1076,1188,Brace Expansion
1615,1077,1069,Confusing Number II
1616,1082,258,Sum of Digits in the Minimum Number
1617,1083,1,Two Sum Less Than K
1618,1083,167,Two Sum Less Than K
1619,1083,259,Two Sum Less Than K
1620,1083,713,Two Sum Less Than K
1621,1085,547,The Earliest Moment When Everyone Become Friends
1622,1089,345,Remove Vowels from a String
1623,1091,2126,Maximum Average Subtree
1624,1094,2304,Matrix Cells in Distance Order
1625,1099,1753,Path With Maximum Minimum Value
1626,1100,2230,Connecting Cities With Minimum Cost
1627,1101,210,Parallel Courses
1628,1101,1587,Parallel Courses
1629,1101,2176,Parallel Courses
1630,1102,169,Check If a Number Is Majority Element in a Sorted Array
1631,1102,229,Check If a Number Is Majority Element in a Sorted Array
1632,1104,463,Coloring A Border
1633,1105,72,Uncrossed Lines
1634,1107,1805,Minimum Swaps to Group All 1's Together
1635,1107,2255,Minimum Swaps to Group All 1's Together
1636,1113,2119,Moving Stones Until Consecutive II
1637,1117,317,As Far from Land as Possible
1638,1117,2250,As Far from Land as Possible
1639,1121,2242,Partition Array for Maximum Sum
1640,1126,1042,Minimum Cost to Connect Sticks
1641,1128,1320,Remove All Adjacent Duplicates In String
1642,1130,2162,Last Stone Weight II
1643,1146,2106,Greatest Common Divisor of Strings
1644,1149,349,Intersection of Three Sorted Arrays
1645,1150,653,Two Sum BSTs
1646,1153,1154,Product Sales Analysis I
1647,1154,1153,Product Sales Analysis II
1648,1154,1155,Product Sales Analysis II
1649,1155,1154,Product Sales Analysis III
1650,1159,1792,Smallest Subsequence of Distinct Characters
1651,1161,1162,Project Employees I
1652,1162,1161,Project Employees II
1653,1162,1163,Project Employees II
1654,1163,1162,Project Employees III
1655,1170,1250,Shortest Common Supersequence 
1656,1172,1173,Sales Analysis I
1657,1173,1172,Sales Analysis II
1658,1173,1174,Sales Analysis II
1659,1174,1173,Sales Analysis III
1660,1177,1740,Tree Diameter
1661,1178,680,Valid Palindrome III
1662,1179,1180,Game Play Analysis I
1663,1180,1179,Game Play Analysis II
1664,1180,1181,Game Play Analysis II
1665,1181,1180,Game Play Analysis III
1666,1181,1182,Game Play Analysis III
1667,1182,1181,Game Play Analysis IV
1668,1182,1193,Game Play Analysis IV
1669,1184,253,Car Pooling
1670,1185,882,Find in Mountain Array
1671,1185,1766,Find in Mountain Array
1672,1185,2205,Find in Mountain Array
1673,1187,1203,Print FooBar Alternately
1674,1187,1216,Print FooBar Alternately
1675,1188,1076,Brace Expansion II
1676,1189,1070,Encode Number
1677,1190,235,Smallest Common Region
1678,1190,236,Smallest Common Region
1679,1192,410,Divide Chocolate
1680,1192,1056,Divide Chocolate
1681,1193,1182,Game Play Analysis V
1682,1203,1187,Print in Order
1683,1207,2175,Delete Nodes And Return Forest
1684,1208,1737,Maximum Nesting Depth of Two Valid Parentheses Strings
1685,1214,184,Highest Grade For Each Student
1686,1216,1187,Print Zero Even Odd
1687,1216,1316,Print Zero Even Odd
1688,1218,1816,Lowest Common Ancestor of Deepest Leaves
1689,1220,2105,Smallest Sufficient Team
1690,1220,2114,Smallest Sufficient Team
1691,1224,967,Minimum Falling Path Sum II
1692,1231,2199,Replace Elements with Greatest Element on Right Side
1693,1236,70,N-th Tribonacci Number
1694,1236,1013,N-th Tribonacci Number
1695,1240,1685,Stone Game II
1696,1240,1788,Stone Game II
1697,1240,1808,Stone Game II
1698,1240,2002,Stone Game II
1699,1240,2156,Stone Game II
1700,1241,443,Decompress Run-Length Encoded List
1701,1242,2200,Matrix Block Sum
1702,1244,2275,Distinct Echo Substrings
1703,1250,516,Longest Common Subsequence
1704,1250,583,Longest Common Subsequence
1705,1250,1170,Longest Common Subsequence
1706,1250,2309,Longest Common Subsequence
1707,1256,1257,Rank Transform of an Array
1708,1256,2210,Rank Transform of an Array
1709,1257,1256,Rank Transform of a Matrix
1710,1257,2125,Rank Transform of a Matrix
1711,1263,1901,Number of Dice Rolls With Target Sum
1712,1263,2155,Number of Dice Rolls With Target Sum
1713,1267,1618,Remove Zero Sum Consecutive Nodes from Linked List
1714,1271,1368,Web Crawler
1715,1281,2165,Can Make Palindrome from Substring
1716,1303,1444,Minimum Moves to Reach Target Score
1717,1303,1520,Minimum Moves to Reach Target Score
1718,1304,778,Longest Happy String
1719,1305,1909,Number of Visible People in a Queue
1720,1305,2227,Number of Visible People in a Queue
1721,1306,2248,Minimum Absolute Difference
1722,1307,264,Ugly Number III
1723,1308,1840,Smallest String With Swaps
1724,1308,2198,Smallest String With Swaps
1725,1308,2327,Smallest String With Swaps
1726,1310,2228,Watering Plants
1727,1311,870,Largest Magic Square
1728,1312,221,Count Artifacts That Can Be Extracted
1729,1316,412,Fizz Buzz Multithreaded
1730,1316,1216,Fizz Buzz Multithreaded
1731,1317,1328,Monthly Transactions I
1732,1320,1128,Remove All Adjacent Duplicates in String II
1733,1320,2307,Remove All Adjacent Duplicates in String II
1734,1325,2090,Path with Maximum Probability
1735,1327,1439,Last Person to Fit in the Bus
1736,1327,2152,Last Person to Fit in the Bus
1737,1327,2158,Last Person to Fit in the Bus
1738,1328,1317,Monthly Transactions II
1739,1329,1895,Minimum Cost to Move Chips to The Same Position
1740,1333,677,Sort the Jumbled Numbers
1741,1335,907,Maximum Candies Allocated to K Children
1742,1335,1886,Maximum Candies Allocated to K Children
1743,1335,2000,Maximum Candies Allocated to K Children
1744,1335,2027,Maximum Candies Allocated to K Children
1745,1335,2188,Maximum Candies Allocated to K Children
1746,1335,2294,Maximum Candies Allocated to K Children
1747,1336,2130,Maximum Product of the Length of Two Palindromic Substrings
1748,1337,816,Design Skiplist
1749,1337,817,Design Skiplist
1750,1337,838,Design Skiplist
1751,1338,1773,Queries Quality and Percentage
1752,1343,2155,Dice Roll Simulation
1753,1346,134,Maximize the Topmost Element After K Moves
1754,1347,2218,Distance to a Cycle in Undirected Graph
1755,1352,2118,Maximum Profit in Job Scheduling
1756,1352,2164,Maximum Profit in Job Scheduling
1757,1354,236,Find Players With Zero or One Losses
1758,1355,1770,Minimum Deletions to Make Array Beautiful
1759,1355,2289,Minimum Deletions to Make Array Beautiful
1760,1356,1437,Minimum Number of Moves to Make Palindrome
1761,1357,1420,Report Contiguous Dates
1762,1357,1759,Report Contiguous Dates
1763,1367,2123,Maximum Height by Stacking Cuboids 
1764,1368,1271,Web Crawler Multithreaded
1765,1369,1777,Minimum Swaps to Make Strings Equal
1766,1371,2095,Minimum Remove to Make Valid Parentheses
1767,1371,2221,Minimum Remove to Make Valid Parentheses
1768,1375,9,Find Palindrome With Fixed Length
1769,1375,564,Find Palindrome With Fixed Length
1770,1379,1711,Reconstruct a 2-Row Binary Matrix
1771,1381,2272,Maximum Score Words Formed by Letters
1772,1383,2301,Number of Single Divisor Triplets
1773,1385,815,Number of Ways to Build House of Cards
1774,1392,349,Find the Difference of Two Arrays
1775,1392,350,Find the Difference of Two Arrays
1776,1393,322,Maximum Value of K Coins From Piles
1777,1393,518,Maximum Value of K Coins From Piles
1778,1399,2046,Page Recommendations
1779,1399,2097,Page Recommendations
1780,1402,2192,Count Square Submatrices with All Ones
1781,1402,2193,Count Square Submatrices with All Ones
1782,1403,1871,Palindrome Partitioning III
1783,1408,2188,Find the Smallest Divisor Given a Threshold
1784,1409,2259,Minimum Number of Flips to Convert Binary Matrix to Zero Matrix
1785,1409,2268,Minimum Number of Flips to Convert Binary Matrix to Zero Matrix
1786,1409,2314,Minimum Number of Flips to Convert Binary Matrix to Zero Matrix
1787,1414,550,Shortest Path in a Grid with Obstacles Elimination
1788,1416,298,Check if an Array Is Consecutive
1789,1416,549,Check if an Array Is Consecutive
1790,1416,1542,Check if an Array Is Consecutive
1791,1420,1357,Find the Start and End Number of Continuous Ranges
1792,1420,1759,Find the Start and End Number of Continuous Ranges
1793,1421,2215,Find Numbers with Even Number of Digits
1794,1422,659,Divide Array in Sets of K Consecutive Numbers
1795,1422,2261,Divide Array in Sets of K Consecutive Numbers
1796,1428,45,Jump Game III
1797,1428,55,Jump Game III
1798,1428,2001,Jump Game III
1799,1431,1912,All Ancestors of a Node in a Directed Acyclic Graph
1800,1433,208,Encrypt and Decrypt Strings
1801,1433,212,Encrypt and Decrypt Strings
1802,1433,1949,Encrypt and Decrypt Strings
1803,1437,1356,Minimum Insertion Steps to Make a String Palindrome
1804,1439,1327,Running Total for Different Genders
1805,1441,2323,Minimum Flips to Make a OR b Equal to c
1806,1443,2088,Minimum Distance to Type a Word Using Two Fingers
1807,1444,1303,Number of Steps to Reduce a Number to Zero
1808,1444,2288,Number of Steps to Reduce a Number to Zero
1809,1445,2211,Number of Sub-arrays of Size K and Average Greater than or Equal to Threshold
1810,1447,2001,Jump Game IV
1811,1456,2171,Find the City With the Smallest Number of Neighbors at a Threshold Distance
1812,1458,2204,Sort Integers by The Number of 1 Bits
1813,1460,2187,Number of Substrings Containing All Three Characters
1814,1465,2175,Maximum Product of Splitted Binary Tree
1815,1466,2001,Jump Game V
1816,1467,1759,Number of Transactions per Visit
1817,1468,2274,Check If N and Its Double Exist
1818,1469,1777,Minimum Number of Steps to Make Two Strings Anagram
1819,1469,2293,Minimum Number of Steps to Make Two Strings Anagram
1820,1478,1851,Maximum Number of Events That Can Be Attended
1821,1478,2118,Maximum Number of Events That Can Be Attended
1822,1482,315,How Many Numbers Are Smaller Than the Current Number
1823,1483,947,Rank Teams by Votes
1824,1485,2321,Minimum Cost to Make at Least One Valid Path in a Grid
1825,1491,319,Number of Times Binary String Is Prefix-Aligned
1826,1491,672,Number of Times Binary String Is Prefix-Aligned
1827,1492,104,Time Needed to Inform All Employees
1828,1492,124,Time Needed to Inform All Employees
1829,1499,2229,Maximum Performance of a Team
1830,1508,2326,Longest Happy Prefix
1831,1512,2285,Design Underground System
1832,1517,2091,Restore The Array
1833,1519,2316,Minimum Subsequence in Non-Increasing Order
1834,1520,1303,Number of Steps to Reduce a Number in Binary Representation to One
1835,1522,1685,Stone Game III
1836,1522,1788,Stone Game III
1837,1522,1808,Stone Game III
1838,1522,2002,Stone Game III
1839,1522,2156,Stone Game III
1840,1527,2061,Number of Ways to Paint N × 3 Grid
1841,1531,2105,Number of Ways to Wear Different Hats to Each Other
1842,1538,1896,Maximum Points You Can Obtain from Cards
1843,1538,2212,Maximum Points You Can Obtain from Cards
1844,1542,485,Consecutive Characters
1845,1542,1416,Consecutive Characters
1846,1542,1885,Consecutive Characters
1847,1542,2319,Consecutive Characters
1848,1564,2057,Create a Session Bar Chart
1849,1566,2292,Check If a Word Occurs As a Prefix of Any Word in a Sentence
1850,1587,1101,Parallel Courses II
1851,1605,2134,Minimum Number of Days to Make m Bouquets
1852,1605,2257,Minimum Number of Days to Make m Bouquets
1853,1609,563,Find All The Lonely Nodes
1854,1609,1005,Find All The Lonely Nodes
1855,1617,1685,Stone Game IV
1856,1617,1788,Stone Game IV
1857,1617,1808,Stone Game IV
1858,1617,2002,Stone Game IV
1859,1617,2156,Stone Game IV
1860,1618,19,Delete N Nodes After M Nodes of a Linked List
1861,1618,1267,Delete N Nodes After M Nodes of a Linked List
1862,1620,2301,Check If Array Pairs Are Divisible by k
1863,1622,2036,Max Value of Equation
1864,1624,133,Clone Binary Tree With Random Pointer
1865,1624,138,Clone Binary Tree With Random Pointer
1866,1624,1634,Clone Binary Tree With Random Pointer
1867,1625,2335,Group Sold Products By The Date
1868,1626,1752,Can Make Arithmetic Progression From Sequence
1869,1627,2317,Last Moment Before All Ants Fall Out of a Plank
1870,1631,2242,Number of Sub-arrays With Odd Sum
1871,1634,133,Clone N-ary Tree
1872,1634,138,Clone N-ary Tree
1873,1634,1624,Clone N-ary Tree
1874,1635,2129,Number of Good Pairs
1875,1635,2225,Number of Good Pairs
1876,1636,1885,Number of Substrings With Only 1s
1877,1636,2186,Number of Substrings With Only 1s
1878,1640,355,Design a File Sharing System
1879,1641,615,Countries You Can Safely Invest In
1880,1646,2305,Kth Missing Positive Number
1881,1648,2095,Minimum Insertions to Balance a Parentheses String
1882,1650,1655,Find Root of N-Ary Tree
1883,1655,1650,Move Sub-Tree of N-Ary Tree
1884,1656,2122,Count Good Triplets
1885,1665,543,Diameter of N-Ary Tree
1886,1669,2251,Minimum Cost to Cut a Stick
1887,1671,1688,The Most Recent Three Orders
1888,1672,786,Find the Index of the Large Integer
1889,1675,2188,Magnetic Force Between Two Balls
1890,1677,2254,Matrix Diagonal Sum
1891,1678,548,Number of Ways to Split a String
1892,1685,909,Stone Game V
1893,1685,1240,Stone Game V
1894,1685,1522,Stone Game V
1895,1685,1617,Stone Game V
1896,1685,1788,Stone Game V
1897,1685,1808,Stone Game V
1898,1685,2002,Stone Game V
1899,1685,2156,Stone Game V
1900,1688,1671,The Most Recent Orders for Each Product
1901,1688,1735,The Most Recent Orders for Each Product
1902,1689,1764,Detect Pattern of Length M Repeated K or More Times
1903,1694,1016,Make Sum Divisible by P
1904,1696,664,Strange Printer II
1905,1697,2256,Strings Differ by One Character
1906,1703,1719,Put Boxes Into the Warehouse I
1907,1706,2287,Min Cost to Connect All Points
1908,1711,1379,Find Valid Matrix Given Row and Column Sums
1909,1714,68,Rearrange Spaces Between Words
1910,1719,1703,Put Boxes Into the Warehouse II
1911,1720,682,Crawler Log Folder
1912,1720,874,Crawler Log Folder
1913,1722,2104,Throne Inheritance
1914,1724,1749,Customer Who Visited but Did Not Make Any Transactions
1915,1727,805,Cat and Mouse II
1916,1727,949,Cat and Mouse II
1917,1729,173,Binary Search Tree Iterator II
1918,1732,2119,Minimum One Bit Operations to Make Integers Zero
1919,1735,1688,The Most Frequently Ordered Products for Each Customer
1920,1736,785,Build Binary Expression Tree From Infix Expression
1921,1736,1750,Build Binary Expression Tree From Infix Expression
1922,1737,1208,Maximum Nesting Depth of the Parentheses
1923,1740,1177,Count Subtrees With Max Distance Between Cities
1924,1741,451,Sort Array by Increasing Frequency
1925,1741,2308,Sort Array by Increasing Frequency
1926,1741,2312,Sort Array by Increasing Frequency
1927,1743,2256,Count Substrings That Differ by One Character
1928,1749,1724,Sellers With No Sales
1929,1750,1736,Check If Two Expression Trees are Equivalent
1930,1752,413,Arithmetic Subarrays
1931,1752,1626,Arithmetic Subarrays
1932,1753,794,Path With Minimum Effort
1933,1753,1099,Path With Minimum Effort
1934,1756,2243,Minimum Deletions to Make String Balanced
1935,1759,1357,Find the Missing IDs
1936,1759,1420,Find the Missing IDs
1937,1759,1467,Find the Missing IDs
1938,1764,1689,Maximum Repeating Substring
1939,1766,300,Minimum Number of Removals to Make Mountain Array
1940,1766,875,Minimum Number of Removals to Make Mountain Array
1941,1766,882,Minimum Number of Removals to Make Mountain Array
1942,1766,978,Minimum Number of Removals to Make Mountain Array
1943,1766,1185,Minimum Number of Removals to Make Mountain Array
1944,1767,859,Design Front Middle Back Queue
1945,1767,860,Design Front Middle Back Queue
1946,1770,1355,Minimum Deletions to Make Character Frequencies Unique
1947,1770,2212,Minimum Deletions to Make Character Frequencies Unique
1948,1771,2263,Sell Diminishing-Valued Colored Balls
1949,1772,2280,Create Sorted Array through Instructions
1950,1772,2319,Create Sorted Array through Instructions
1951,1773,1338,Percentage of Users Attended a Contest
1952,1774,2,Add Two Polynomials Represented as Linked Lists
1953,1774,21,Add Two Polynomials Represented as Linked Lists
1954,1774,445,Add Two Polynomials Represented as Linked Lists
1955,1776,209,Minimum Operations to Reduce X to Zero
1956,1776,560,Minimum Operations to Reduce X to Zero
1957,1776,2183,Minimum Operations to Reduce X to Zero
1958,1776,2290,Minimum Operations to Reduce X to Zero
1959,1777,889,Determine if Two Strings Are Close
1960,1777,1369,Determine if Two Strings Are Close
1961,1777,1469,Determine if Two Strings Are Close
1962,1779,262,Hopper Company Queries I
1963,1779,1785,Hopper Company Queries I
1964,1779,1795,Hopper Company Queries I
1965,1779,2376,Hopper Company Queries I
1966,1780,235,Lowest Common Ancestor of a Binary Tree II
1967,1780,236,Lowest Common Ancestor of a Binary Tree II
1968,1780,1790,Lowest Common Ancestor of a Binary Tree II
1969,1780,1816,Lowest Common Ancestor of a Binary Tree II
1970,1781,2184,Check If Two String Arrays are Equivalent
1971,1785,262,Hopper Company Queries II
1972,1785,1779,Hopper Company Queries II
1973,1785,1795,Hopper Company Queries II
1974,1785,2376,Hopper Company Queries II
1975,1788,909,Stone Game VI
1976,1788,1240,Stone Game VI
1977,1788,1522,Stone Game VI
1978,1788,1617,Stone Game VI
1979,1788,1685,Stone Game VI
1980,1788,1808,Stone Game VI
1981,1788,2002,Stone Game VI
1982,1788,2156,Stone Game VI
1983,1790,235,Lowest Common Ancestor of a Binary Tree III
1984,1790,236,Lowest Common Ancestor of a Binary Tree III
1985,1790,1780,Lowest Common Ancestor of a Binary Tree III
1986,1790,1816,Lowest Common Ancestor of a Binary Tree III
1987,1792,402,Find the Most Competitive Subsequence
1988,1792,1159,Find the Most Competitive Subsequence
1989,1795,262,Hopper Company Queries III
1990,1795,1779,Hopper Company Queries III
1991,1795,1785,Hopper Company Queries III
1992,1795,2376,Hopper Company Queries III
1993,1796,114,Correct a Binary Tree
1994,1796,766,Correct a Binary Tree
1995,1798,1,Max Number of K-Sum Pairs
1996,1798,1830,Max Number of K-Sum Pairs
1997,1802,2195,Number of Students Unable to Eat Lunch
1998,1803,2142,Average Waiting Time
1999,1805,1107,Minimum Adjacent Swaps for K Consecutive Ones
2000,1805,2119,Minimum Adjacent Swaps for K Consecutive Ones
2001,1808,909,Stone Game VII
2002,1808,1240,Stone Game VII
2003,1808,1522,Stone Game VII
2004,1808,1617,Stone Game VII
2005,1808,1685,Stone Game VII
2006,1808,1788,Stone Game VII
2007,1808,1896,Stone Game VII
2008,1808,2002,Stone Game VII
2009,1808,2156,Stone Game VII
2010,1813,3,Maximum Erasure Value
2011,1814,239,Jump Game VI
2012,1814,2001,Jump Game VI
2013,1815,1865,Checking Existence of Edge Length Limited Paths
2014,1816,235,Lowest Common Ancestor of a Binary Tree IV
2015,1816,236,Lowest Common Ancestor of a Binary Tree IV
2016,1816,1218,Lowest Common Ancestor of a Binary Tree IV
2017,1816,1780,Lowest Common Ancestor of a Binary Tree IV
2018,1816,1790,Lowest Common Ancestor of a Binary Tree IV
2019,1816,1816,Lowest Common Ancestor of a Binary Tree IV
2020,1818,2256,Maximum Score From Removing Substrings
2021,1820,2306,Number Of Ways To Reconstruct A Tree
2022,1822,516,Longest Palindromic Subsequence II
2023,1825,2114,Find Minimum Time to Finish All Jobs
2024,1826,421,Maximum XOR With an Element From Array
2025,1826,2068,Maximum XOR With an Element From Array
2026,1830,1,Count Good Meals
2027,1830,1798,Count Good Meals
2028,1830,2220,Count Good Meals
2029,1831,2251,Ways to Split Array Into Three Subarrays
2030,1840,1308,Minimize Hamming Distance After Swap Operations
2031,1845,695,Largest Submatrix With Rearrangements
2032,1849,53,Maximum Absolute Sum of Any Subarray
2033,1851,1478,Maximum Number of Events That Can Be Attended II
2034,1851,2118,Maximum Number of Events That Can Be Attended II
2035,1851,2164,Maximum Number of Events That Can Be Attended II
2036,1852,2370,Biggest Window Between Visits
2037,1865,1815,Checking Existence of Edge Length Limited Paths II
2038,1871,131,Palindrome Partitioning IV
2039,1871,132,Palindrome Partitioning IV
2040,1871,1403,Palindrome Partitioning IV
2041,1878,2243,Check if Array Is Sorted and Rotated
2042,1881,2108,Closest Subsequence Sum
2043,1881,2162,Closest Subsequence Sum
2044,1883,2217,Find Distance in a Binary Tree
2045,1885,1542,Count Number of Homogenous Substrings
2046,1885,1636,Count Number of Homogenous Substrings
2047,1885,2227,Count Number of Homogenous Substrings
2048,1886,1335,Minimum Limit of Balls in a Bag
2049,1886,2188,Minimum Limit of Balls in a Bag
2050,1888,1014,Find Nearest Point That Has the Same X or Y Coordinate
2051,1889,326,Check if Number is a Sum of Powers of Three
2052,1890,2225,Sum of Beauty of All Substrings
2053,1893,53,Maximum Subarray Sum After One Operation
2054,1894,281,Merge Strings Alternately
2055,1895,1329,Minimum Number of Operations to Move All Balls to Each Box
2056,1896,1538,Maximum Score from Performing Multiplication Operations
2057,1896,1808,Maximum Score from Performing Multiplication Operations
2058,1897,516,Maximize Palindrome Length From Subsequences
2059,1901,1263,Equal Sum Arrays With Minimum Number of Operations
2060,1902,883,Car Fleet II
2061,1902,2317,Car Fleet II
2062,1903,146,Design Most Recently Used Queue
2063,1909,1305,Buildings With an Ocean View
2064,1910,1999,Check if Binary String Has at Most One Segment of Ones
2065,1912,1431,Number of Restricted Paths From First to Last Node
2066,1915,889,Check if One String Swap Can Make Strings Equal
2067,1918,84,Maximum Score of a Good Subarray
2068,1919,347,Sort Features by Popularity
2069,1919,692,Sort Features by Popularity
2070,1925,2129,Count Nice Pairs in an Array
2071,1926,1948,Product's Price for Each Store
2072,1927,2205,Maximum Ascending Subarray Sum
2073,1930,330,Maximum Number of Consecutive Values You Can Make
2074,1931,865,Shortest Path in a Hidden Grid
2075,1931,1959,Shortest Path in a Hidden Grid
2076,1936,343,Maximize Number of Nice Divisors
2077,1938,2329,Minimum Operations to Make the Array Increasing
2078,1947,2106,Number of Different Subsequences GCDs
2079,1948,1926,Rearrange Products Table
2080,1949,208,Implement Trie II (Prefix Tree)
2081,1949,1433,Implement Trie II (Prefix Tree)
2082,1952,403,Minimum Sideway Jumps
2083,1953,295,Finding MK Average
2084,1953,789,Finding MK Average
2085,1953,2207,Finding MK Average
2086,1954,878,Replace All Digits with Characters
2087,1955,379,Seat Reservation Manager
2088,1957,2179,Closest Room
2089,1959,865,Minimum Path Cost in a Hidden Grid
2090,1959,1931,Minimum Path Cost in a Hidden Grid
2091,1962,2176,Single-Threaded CPU
2092,1966,2270,Frequency of the Most Frequent Element
2093,1967,2186,Longest Substring Of All Vowels in Order
2094,1970,2168,Sorting the Sentence
2095,1978,31,Minimum Adjacent Swaps to Reach the Kth Smallest Number
2096,1979,2191,Maximum Number of People That Can Be Caught in Tag
2097,1982,82,Remove Duplicates From an Unsorted Linked List
2098,1982,83,Remove Duplicates From an Unsorted Linked List
2099,1984,2199,Maximum Distance Between a Pair of Values
2100,1989,2282,Minimum XOR Sum of Two Arrays
2101,1989,2291,Minimum XOR Sum of Two Arrays
2102,1990,2193,Get Biggest Three Rhombus Sums in a Grid
2103,1992,148,Sort Linked List Already Sorted Using Absolute Values
2104,1995,2116,Finding Pairs With a Certain Sum
2105,1997,556,Next Palindrome Using Same Digits
2106,1997,564,Next Palindrome Using Same Digits
2107,1999,485,Longer Contiguous Segments of Ones than Zeros
2108,1999,510,Longer Contiguous Segments of Ones than Zeros
2109,1999,1910,Longer Contiguous Segments of Ones than Zeros
2110,2000,1335,Minimum Speed to Arrive on Time
2111,2000,2013,Minimum Speed to Arrive on Time
2112,2000,2294,Minimum Speed to Arrive on Time
2113,2001,45,Jump Game VII
2114,2001,55,Jump Game VII
2115,2001,1428,Jump Game VII
2116,2001,1447,Jump Game VII
2117,2001,1466,Jump Game VII
2118,2001,1814,Jump Game VII
2119,2001,2001,Jump Game VII
2120,2002,909,Stone Game VIII
2121,2002,1240,Stone Game VIII
2122,2002,1522,Stone Game VIII
2123,2002,1617,Stone Game VIII
2124,2002,1685,Stone Game VIII
2125,2002,1788,Stone Game VIII
2126,2002,1808,Stone Game VIII
2127,2002,2002,Stone Game VIII
2128,2002,2156,Stone Game VIII
2129,2009,720,Longest Word With All Prefixes
2130,2012,2176,Process Tasks Using Servers
2131,2013,2000,Minimum Skips to Arrive at Meeting On Time
2132,2013,2295,Minimum Skips to Arrive at Meeting On Time
2133,2015,48,Determine Whether Matrix Can Be Obtained By Rotation
2134,2017,2289,Minimum Number of Flips to Make the Binary String Alternating
2135,2022,512,Maximum Alternating Subsequence Sum
2136,2027,1335,Maximum Number of Removable Characters
2137,2029,2282,Minimize Product Sum of Two Arrays
2138,2031,923,Egg Drop With 2 Eggs and N Floors
2139,2035,200,Count Sub Islands
2140,2035,694,Count Sub Islands
2141,2035,2103,Count Sub Islands
2142,2036,1622,Count Pairs in Two Arrays
2143,2036,2225,Count Pairs in Two Arrays
2144,2040,2189,Minimum Cost to Reach Destination in Time
2145,2040,2230,Minimum Cost to Reach Destination in Time
2146,2045,1056,Cutting Ribbons
2147,2045,2066,Cutting Ribbons
2148,2046,1399,Page Recommendations II
2149,2046,2097,Page Recommendations II
2150,2047,162,Find a Peak Element II
2151,2049,2354,Eliminate Maximum Number of Monsters
2152,2051,332,Longest Common Subpath
2153,2051,718,Longest Common Subpath
2154,2053,2226,Check if All Characters Have Equal Number of Occurrences
2155,2055,2142,Describe the Painting
2156,2055,2297,Describe the Painting
2157,2057,1564,Count Salary Categories
2158,2061,1527,Painting a Grid With Three Different Colors
2159,2062,2153,Game of Nim
2160,2063,2064,Leetcodify Friends Recommendations
2161,2063,2097,Leetcodify Friends Recommendations
2162,2064,2063,Leetcodify Similar Friends
2163,2066,2045,Add Minimum Number of Rungs
2164,2067,64,Maximum Number of Points with Cost
2165,2067,2108,Maximum Number of Points with Cost
2166,2068,1826,Maximum Genetic Difference Query
2167,2071,21,Longest Common Subsequence Between Sorted Arrays
2168,2074,587,Erect the Fence II
2169,2075,2191,Brightest Position on Street
2170,2075,2385,Brightest Position on Street
2171,2076,202,Sum of Digits of String After Convert
2172,2076,258,Sum of Digits of String After Convert
2173,2076,2298,Sum of Digits of String After Convert
2174,2079,609,Delete Duplicate Folders in System
2175,2079,652,Delete Duplicate Folders in System
2176,2082,418,Minimum Cost to Separate Sentence Into Rows
2177,2083,2106,Three Divisors
2178,2084,621,Maximum Number of Weeks for Which You Can Work
2179,2085,280,Array With Elements Not Equal to Average of Neighbors
2180,2085,324,Array With Elements Not Equal to Average of Neighbors
2181,2088,1443,Minimum Time to Type Word Using Special Typewriter
2182,2090,813,Number of Ways to Arrive at Destination
2183,2090,1325,Number of Ways to Arrive at Destination
2184,2090,2171,Number of Ways to Arrive at Destination
2185,2091,91,Number of Ways to Separate Numbers
2186,2091,639,Number of Ways to Separate Numbers
2187,2091,1517,Number of Ways to Separate Numbers
2188,2094,2310,Remove Stones to Minimize the Total
2189,2095,301,Minimum Number of Swaps to Make the String Balanced
2190,2095,957,Minimum Number of Swaps to Make the String Balanced
2191,2095,1371,Minimum Number of Swaps to Make the String Balanced
2192,2095,1648,Minimum Number of Swaps to Make the String Balanced
2193,2096,300,Find the Longest Valid Obstacle Course at Each Position
2194,2097,1399,Strong Friendship
2195,2097,2046,Strong Friendship
2196,2097,2063,Strong Friendship
2197,2101,821,Last Day Where You Can Still Cross
2198,2102,724,Find the Middle Index in Array
2199,2102,1062,Find the Middle Index in Array
2200,2102,2369,Find the Middle Index in Array
2201,2103,200,Find All Groups of Farmland
2202,2103,2035,Find All Groups of Farmland
2203,2104,1722,Operations on Tree
2204,2105,1220,The Number of Good Subsets
2205,2105,1531,The Number of Good Subsets
2206,2106,1146,Find Greatest Common Divisor of Array
2207,2106,1947,Find Greatest Common Divisor of Array
2208,2106,2083,Find Greatest Common Divisor of Array
2209,2107,268,Find Unique Binary String
2210,2107,448,Find Unique Binary String
2211,2107,894,Find Unique Binary String
